,0,1,2
0,0.0833333360000026,0.1666666719999981,0.3343697789999993
1,0.0833333429999996,0.6666666870000029,0.3343697789999993
2,0.5833333129999971,0.1666666719999981,0.3343697789999993
3,0.5833333129999971,0.6666666870000029,0.3343697789999993
4,0.3333333429999996,0.1666666719999981,0.3343697789999993
5,0.3333333429999996,0.6666666870000029,0.3343697789999993
6,0.8333333129999971,0.1666666719999981,0.3343697789999993
7,0.8333333730000021,0.6666666870000029,0.3343697789999993
8,0.0833333280000019,0.4166666269999979,0.3343697789999993
9,0.0833333510000003,0.9166666269999979,0.3343697789999993
10,0.5833333129999971,0.4166666269999979,0.3343697789999993
11,0.5833333129999971,0.9166666269999979,0.3343697789999993
12,0.3333333429999996,0.4166666269999979,0.3343697789999993
13,0.3333333429999996,0.9166666269999979,0.3343697789999993
14,0.8333333730000021,0.4166666269999979,0.3343697789999993
15,0.8333333730000021,0.9166666269999979,0.3343697789999993
16,0.1662275997406386,0.0827501095556324,0.4287418185429641
17,0.1675969487776595,0.5829516130253871,0.4293893105465951
18,0.6668332513999582,0.082756232755878,0.4296024539220265
19,0.6671876667563024,0.5838676685860446,0.4289538826719977
20,0.4163828100819255,0.083374392211963,0.4297399907757324
21,0.4168592437890736,0.5829558642363065,0.4292244101988734
22,0.9163249950365506,0.08277536843065,0.4290009263198762
23,0.9162117105944979,0.5832904261560721,0.4289256616797823
24,0.1674709244261969,0.333364347911555,0.4293548858204228
25,0.1664654163574223,0.8334946195734646,0.4289946482550938
26,0.666793073765092,0.3337536064778576,0.4297703080253346
27,0.6674021218558266,0.8336773438233528,0.4289071337830217
28,0.4172549963150886,0.3329428362565968,0.4287241143893384
29,0.4172094947945622,0.834049716137835,0.4287713029519132
30,0.9161647775629472,0.3328855262374409,0.4287776291138727
31,0.9165516228175822,0.8332456502198198,0.4296031027286951
32,0.5026880039857806,0.4997602069264018,0.522760188633717
33,0.5001418519816984,0.9998970136291387,0.5243109150081252
34,-0.0017885321443257,0.4997354116025598,0.5222265633766229
35,0.0003863584922187,0.0001055729679255,0.5241548513021285
36,0.2498526097403563,0.4999254801116017,0.5241266081855624
37,0.2499995683244259,3.59398372573e-05,0.5252697213363863
38,0.7499939725635858,0.4999503309067795,0.5253042535260494
39,0.7501236340180827,0.9997071921222641,0.5252498744331849
40,0.4995653804992098,0.2502975955612304,0.5253802493277716
41,0.5027030205250164,0.7520673164967975,0.5226283622127018
42,0.9986181213418008,0.2479129161419744,0.5225368502282547
43,0.0001006042191744,0.7498600910452994,0.5237135105677814
44,0.2507941810915257,0.2475754729015919,0.522483091324869
45,0.2509121778047531,0.752026431261312,0.5224623243132573
46,0.7499648230289465,0.2497664363031365,0.5241120743216758
47,0.7492305179023169,0.7494365423514154,0.5247324610446856
