,simulated
,envelope
eV,
525.2799999999934,3.296519786154303e-26
525.2809999999934,3.3741044374360283e-26
525.2819999999933,3.4534980458941447e-26
525.2829999999933,3.5347423849142e-26
525.2839999999933,3.6178801830269797e-26
525.2849999999933,3.7029551455259175e-26
525.2859999999932,3.7900119765690104e-26
525.2869999999932,3.879096401775478e-26
525.2879999999932,3.970255191328283e-26
525.2889999999932,4.0635361835936983e-26
525.2899999999931,4.15898830926935e-26
525.2909999999931,4.256661616072478e-26
525.2919999999931,4.3566072939801133e-26
525.2929999999931,4.458877701034246e-26
525.293999999993,4.5635263897227587e-26
525.294999999993,4.670608133951041e-26
525.295999999993,4.780178956615456e-26
525.296999999993,4.892296157793173e-26
525.297999999993,5.0070183435612354e-26
525.2989999999929,5.1244054554594735e-26
525.2999999999929,5.244518800610563e-26
525.3009999999929,5.367421082512843e-26
525.3019999999929,5.4931764325196e-26
525.3029999999928,5.62185044202082e-26
525.3039999999928,5.753510195343039e-26
525.3049999999928,5.888224303381572e-26
525.3059999999928,6.026062937983411e-26
525.3069999999927,6.167097867096194e-26
525.3079999999927,6.311402490699764e-26
525.3089999999927,6.459051877538759e-26
525.3099999999927,6.610122802672537e-26
525.3109999999926,6.76469378586161e-26
525.3119999999926,6.922845130808216e-26
525.3129999999926,7.084658965270225e-26
525.3139999999926,7.250219282067328e-26
525.3149999999926,7.419611980999857e-26
525.3159999999925,7.592924911698742e-26
525.3169999999925,7.770247917428958e-26
525.3179999999925,7.95167287986634e-26
525.3189999999925,8.137293764869306e-26
525.3199999999924,8.327206669267469e-26
525.3209999999924,8.521509868689481e-26
525.3219999999924,8.720303866452948e-26
525.3229999999924,8.923691443539402e-26
525.3239999999923,9.131777709679119e-26
525.3249999999923,9.344670155568434e-26
525.3259999999923,9.562478706247118e-26
525.3269999999923,9.785315775657277e-26
525.3279999999922,1.0013296322414114e-25
525.3289999999922,1.024653790681197e-25
525.3299999999922,1.0485160749094122e-25
525.3309999999922,1.0729287789013274e-25
525.3319999999921,1.0979044746712296e-25
525.3329999999921,1.1234560184952157e-25
525.3339999999921,1.1495965572718905e-25
525.3349999999921,1.176339535023751e-25
525.335999999992,1.2036986995425486e-25
525.336999999992,1.2316881091815776e-25
525.337999999992,1.260322139798442e-25
525.338999999992,1.2896154918509761e-25
525.339999999992,1.3195831976504544e-25
525.3409999999919,1.350240628774864e-25
525.3419999999919,1.3816035036461257e-25
525.3429999999919,1.413687895274723e-25
525.3439999999919,1.4465102391753276e-25
525.3449999999918,1.4800873414572702e-25
525.3459999999918,1.5144363870936874e-25
525.3469999999918,1.5495749483731125e-25
525.3479999999918,1.585520993537542e-25
525.3489999999917,1.6222928956112997e-25
525.3499999999917,1.6599094414242624e-25
525.3509999999917,1.6983898408344006e-25
525.3519999999917,1.7377537361534813e-25
525.3529999999917,1.7780212117805499e-25
525.3539999999916,1.8192128040476958e-25
525.3549999999916,1.8613495112827335e-25
525.3559999999916,1.9044528040934647e-25
525.3569999999916,1.948544635878458e-25
525.3579999999915,1.993647453569236e-25
525.3589999999915,2.0397842086087364e-25
525.3599999999915,2.086978368171619e-25
525.3609999999915,2.1352539266310486e-25
525.3619999999914,2.1846354172779838e-25
525.3629999999914,2.2351479242979267e-25
525.3639999999914,2.2868170950111588e-25
525.3649999999914,2.3396691523817346e-25
525.3659999999913,2.3937309078015944e-25
525.3669999999913,2.449029774155243e-25
525.3679999999913,2.505593779171556e-25
525.3689999999913,2.5634515790685588e-25
525.3699999999913,2.6226324724978825e-25
525.3709999999912,2.683166414795241e-25
525.3719999999912,2.745084032543305e-25
525.3729999999912,2.808416638454283e-25
525.3739999999912,2.8731962465788025e-25
525.3749999999911,2.939455587848194e-25
525.3759999999911,3.0072281259574654e-25
525.3769999999911,3.0765480735963237e-25
525.3779999999911,3.147450409035822e-25
525.378999999991,3.219970893078183e-25
525.379999999991,3.2941460863780404e-25
525.380999999991,3.3700133671424814e-25
525.381999999991,3.4476109492191207e-25
525.382999999991,3.526977900579121e-25
525.3839999999909,3.6081541622053067e-25
525.3849999999909,3.6911805673930303e-25
525.3859999999909,3.776098861473149e-25
525.3869999999908,3.862951721966038e-25
525.3879999999908,3.951782779176368e-25
525.3889999999908,4.0426366372374823e-25
525.3899999999908,4.135558895615807e-25
525.3909999999908,4.230596171084742e-25
525.3919999999907,4.327796120178273e-25
525.3929999999907,4.427207462135213e-25
525.3939999999907,4.528880002343081e-25
525.3949999999907,4.632864656294751e-25
525.3959999999906,4.739213474066721e-25
525.3969999999906,4.847979665331807e-25
525.3979999999906,4.95921762491666e-25
525.3989999999906,5.072982958916743e-25
525.3999999999905,5.189332511380208e-25
525.4009999999905,5.308324391573187e-25
525.4019999999905,5.430018001838771e-25
525.4029999999905,5.554474066063036e-25
525.4039999999904,5.681754658760134e-25
525.4049999999904,5.811923234791407e-25
525.4059999999904,5.945044659729985e-25
525.4069999999904,6.081185240886773e-25
525.4079999999904,6.220412759011093e-25
525.4089999999903,6.362796500680287e-25
525.4099999999903,6.508407291393923e-25
525.4109999999903,6.657317529386839e-25
525.4119999999903,6.809601220176899e-25
525.4129999999902,6.965334011863409e-25
525.4139999999902,7.124593231192165e-25
525.4149999999902,7.28745792040301e-25
525.4159999999902,7.454008874878206e-25
525.4169999999901,7.62432868160657e-25
525.4179999999901,7.79850175848325e-25
525.4189999999901,7.976614394461155e-25
525.4199999999901,8.158754790573778e-25
525.42099999999,8.345013101846632e-25
525.42199999999,8.535481480117719e-25
525.42299999999,8.730254117785597e-25
525.42399999999,8.929427292505282e-25
525.42499999999,9.133099412852198e-25
525.4259999999899,9.341371064974781e-25
525.4269999999899,9.554345060257756e-25
525.4279999999899,9.772126484015323e-25
525.4289999999899,9.994822745240003e-25
525.4299999999898,1.022254362742605e-24
525.4309999999898,1.0455401340492924e-24
525.4319999999898,1.0693510573831039e-24
525.4329999999898,1.0936988550494368e-24
525.4339999999897,1.118595508256377e-24
525.4349999999897,1.1440532627707346e-24
525.4359999999897,1.1700846346961364e-24
525.4369999999897,1.1967024163760029e-24
525.4379999999896,1.2239196824239358e-24
525.4389999999896,1.251749795884187e-24
525.4399999999896,1.2802064145251913e-24
525.4409999999896,1.309303497268803e-24
525.4419999999895,1.3390553107582216e-24
525.4429999999895,1.3694764360674995e-24
525.4439999999895,1.4005817755557966e-24
525.4449999999895,1.4323865598692229e-24
525.4459999999895,1.464906355093664e-24
525.4469999999894,1.4981570700616392e-24
525.4479999999894,1.5321549638165027e-24
525.4489999999894,1.5669166532375309e-24
525.4499999999894,1.6024591208287703e-24
525.4509999999893,1.6387997226759478e-24
525.4519999999893,1.6759561965742642e-24
525.4529999999893,1.7139466703311555e-24
525.4539999999893,1.7527896702476075e-24
525.4549999999892,1.7925041297817083e-24
525.4559999999892,1.8331093983985426e-24
525.4569999999892,1.874625250610139e-24
525.4579999999892,1.917071895209767e-24
525.4589999999891,1.960469984704453e-24
525.4599999999891,2.004840624950006e-24
525.4609999999891,2.050205384993166e-24
525.4619999999891,2.096586307124504e-24
525.462999999989,2.144005917147471e-24
525.463999999989,2.192487234867511e-24
525.464999999989,2.2420537848061937e-24
525.465999999989,2.292729607144986e-24
525.466999999989,2.3445392689037807e-24
525.4679999999889,2.3975078753587485e-24
525.4689999999889,2.451661081705077e-24
525.4699999999889,2.5070251049692703e-24
525.4709999999889,2.5636267361766934e-24
525.4719999999888,2.6214933527797072e-24
525.4729999999888,2.680652931351466e-24
525.4739999999888,2.741134060551727e-24
525.4749999999888,2.802965954369753e-24
525.4759999999887,2.866178465650706e-24
525.4769999999887,2.9308020999109986e-24
525.4779999999887,2.996868029449183e-24
525.4789999999887,3.0644081077583233e-24
525.4799999999886,3.1334548842463313e-24
525.4809999999886,3.2040416192707407e-24
525.4819999999886,3.2762022994945176e-24
525.4829999999886,3.349971653569981e-24
525.4839999999886,3.425385168156941e-24
525.4849999999885,3.502479104283271e-24
525.4859999999885,3.5812905140541666e-24
525.4869999999885,3.66185725771803e-24
525.4879999999885,3.744218021095884e-24
525.4889999999884,3.8284123333828606e-24
525.4899999999884,3.914480585328754e-24
525.4909999999884,4.0024640478059636e-24
525.4919999999884,4.092404890773281e-24
525.4929999999883,4.184346202643062e-24
525.4939999999883,4.2783320100615234e-24
525.4949999999883,4.3744072981090704e-24
525.4959999999883,4.472618030931455e-24
525.4969999999882,4.573011172809292e-24
525.4979999999882,4.675634709676139e-24
525.4989999999882,4.78053767109388e-24
525.4999999999882,4.887770152695344e-24
525.5009999999882,4.9973833391040956e-24
525.5019999999881,5.109429527341132e-24
525.5029999999881,5.2239621507288584e-24
525.5039999999881,5.341035803302659e-24
525.5049999999881,5.460706264741401e-24
525.505999999988,5.583030525825849e-24
525.506999999988,5.70806681443894e-24
525.507999999988,5.835874622116601e-24
525.508999999988,5.966514731162283e-24
525.5099999999879,6.100049242336512e-24
525.5109999999879,6.236541603133126e-24
525.5119999999879,6.376056636655334e-24
525.5129999999879,6.518660571103235e-24
525.5139999999878,6.664421069886602e-24
525.5149999999878,6.813407262374682e-24
525.5159999999878,6.965689775298284e-24
525.5169999999878,7.121340764815225e-24
525.5179999999878,7.280433949255419e-24
525.5189999999877,7.443044642558571e-24
525.5199999999877,7.60924978841918e-24
525.5209999999877,7.779127995153408e-24
525.5219999999877,7.952759571303697e-24
525.5229999999876,8.130226561995496e-24
525.5239999999876,8.311612786062338e-24
525.5249999999876,8.497003873955544e-24
525.5259999999876,8.686487306454425e-24
525.5269999999875,8.880152454193771e-24
525.5279999999875,9.07809061802675e-24
525.5289999999875,9.280395070237875e-24
525.5299999999875,9.487161096627152e-24
525.5309999999874,9.698486039481772e-24
525.5319999999874,9.914469341453322e-24
525.5329999999874,1.0135212590360878e-23
525.5339999999874,1.0360819564938151e-23
525.5349999999873,1.0591396281544789e-23
525.5359999999873,1.0827051041861797e-23
525.5369999999873,1.1067894481591599e-23
525.5379999999873,1.131403962018344e-23
525.5389999999873,1.1565601911606514e-23
525.5399999999872,1.1822699296189819e-23
525.5409999999872,1.2085452253554803e-23
525.5419999999872,1.2353983856660845e-23
525.5429999999872,1.2628419826986843e-23
525.5439999999871,1.2908888590873479e-23
525.5449999999871,1.3195521337050274e-23
525.5459999999871,1.3488452075370875e-23
525.5469999999871,1.3787817696782358e-23
525.547999999987,1.409375803455512e-23
525.548999999987,1.4406415926796872e-23
525.549999999987,1.4725937280281697e-23
525.550999999987,1.505247113561531e-23
525.551999999987,1.538616973377033e-23
525.5529999999869,1.5727188584016914e-23
525.5539999999869,1.6075686533277334e-23
525.5549999999869,1.6431825836934805e-23
525.5559999999869,1.6795772231127696e-23
525.5569999999868,1.7167695006557164e-23
525.5579999999868,1.754776708384251e-23
525.5589999999868,1.793616509045424e-23
525.5599999999868,1.8333069439258125e-23
525.5609999999867,1.8738664408704823e-23
525.5619999999867,1.9153138224695462e-23
525.5629999999867,1.9576683144162115e-23
525.5639999999867,2.0009495540396998e-23
525.5649999999866,2.04517759901645e-23
525.5659999999866,2.090372936263619e-23
525.5669999999866,2.1365564910184178e-23
525.5679999999866,2.183749636107197e-23
525.5689999999865,2.2319742014082135e-23
525.5699999999865,2.2812524835119603e-23
525.5709999999865,2.3316072555833763e-23
525.5719999999865,2.3830617774298638e-23
525.5729999999865,2.4356398057793748e-23
525.5739999999864,2.4893656047730418e-23
525.5749999999864,2.5442639566767105e-23
525.5759999999864,2.6003601728158382e-23
525.5769999999864,2.657680104738303e-23
525.5779999999863,2.716250155610092e-23
525.5789999999863,2.776097291848304e-23
525.5799999999863,2.837249054996517e-23
525.5809999999863,2.899733573847627e-23
525.5819999999862,2.9635795768189615e-23
525.5829999999862,3.028816404585372e-23
525.5839999999862,3.0954740229746437e-23
525.5849999999862,3.163583036131737e-23
525.5859999999861,3.2331746999568166e-23
525.5869999999861,3.304280935822467e-23
525.5879999999861,3.3769343445764764e-23
525.5889999999861,3.4511682208353366e-23
525.589999999986,3.527016567575034e-23
525.590999999986,3.6045141110248496e-23
525.591999999986,3.683696315870532e-23
525.592999999986,3.764599400773185e-23
525.593999999986,3.8472603542101437e-23
525.5949999999859,3.931716950645136e-23
525.5959999999859,4.0180077670331865e-23
525.5969999999859,4.1061721996684527e-23
525.5979999999859,4.196250481381318e-23
525.5989999999858,4.2882836990919823e-23
525.5999999999858,4.3823138117279467e-23
525.6009999999858,4.4783836685126323e-23
525.6019999999858,4.576537027633227e-23
525.6029999999857,4.6768185752947007e-23
525.6039999999857,4.77927394516887e-23
525.6049999999857,4.883949738245471e-23
525.6059999999857,4.99089354309496e-23
525.6069999999856,5.1001539565493736e-23
525.6079999999856,5.211780604811865e-23
525.6089999999856,5.325824165002622e-23
525.6099999999856,5.442336387150002e-23
525.6109999999856,5.561370116636195e-23
525.6119999999855,5.682979317107079e-23
525.6129999999855,5.807219093854793e-23
525.6139999999855,5.934145717683691e-23
525.6149999999855,6.063816649268844e-23
525.6159999999854,6.196290564017306e-23
525.6169999999854,6.331627377442943e-23
525.6179999999854,6.469888271063663e-23
525.6189999999854,6.611135718834191e-23
525.6199999999853,6.755433514122821e-23
525.6209999999853,6.902846797244873e-23
525.6219999999853,7.053442083563614e-23
525.6229999999853,7.207287292169808e-23
525.6239999999852,7.364451775152294e-23
525.6249999999852,7.525006347471617e-23
525.6259999999852,7.689023317448331e-23
525.6269999999852,7.856576517878719e-23
525.6279999999851,8.027741337791924e-23
525.6289999999851,8.202594754858549e-23
525.6299999999851,8.381215368467505e-23
525.6309999999851,8.56368343348221e-23
525.631999999985,8.750080894690817e-23
525.632999999985,8.940491421964561e-23
525.633999999985,9.135000446138118e-23
525.634999999985,9.333695195627697e-23
525.635999999985,9.536664733800196e-23
525.6369999999849,9.743999997110283e-23
525.6379999999849,9.955793834019652e-23
525.6389999999849,1.0172141044716064e-22
525.6399999999849,1.0393138421645092e-22
525.6409999999848,1.0618884790874902e-22
525.6419999999848,1.084948105430891e-22
525.6429999999848,1.10850302327628e-22
525.6439999999848,1.1325637509925535e-22
525.6449999999847,1.1571410277219826e-22
525.6459999999847,1.182245817958237e-22
525.6469999999847,1.2078893162181028e-22
525.6479999999847,1.2340829518088627e-22
525.6489999999847,1.260838393693179e-22
525.6499999999846,1.2881675554536933e-22
525.6509999999846,1.316082600358924e-22
525.6519999999846,1.3445959465329453e-22
525.6529999999846,1.3737202722307177e-22
525.6539999999845,1.403468521221223e-22
525.6549999999845,1.433853908280608e-22
525.6559999999845,1.4648899247975469e-22
525.6569999999845,1.4965903444930936e-22
525.6579999999844,1.5289692292572692e-22
525.6589999999844,1.5620409351049104e-22
525.6599999999844,1.5958201182529035e-22
525.6609999999844,1.6303217413214989e-22
525.6619999999843,1.665561079662226e-22
525.6629999999843,1.7015537278145056e-22
525.6639999999843,1.7383156060942524e-22
525.6649999999843,1.7758629673165144e-22
525.6659999999843,1.8142124036552658e-22
525.6669999999842,1.8533808536427415e-22
525.6679999999842,1.8933856093115157e-22
525.6689999999842,1.9342443234817967e-22
525.6699999999842,1.9759750171971854e-22
525.6709999999841,2.0185960873116782e-22
525.6719999999841,2.0621263142310021e-22
525.6729999999841,2.106584869811546e-22
525.6739999999841,2.151991325419536e-22
525.674999999984,2.1983656601544886e-22
525.675999999984,2.2457282692394193e-22
525.676999999984,2.2940999725817114e-22
525.677999999984,2.343502023507788e-22
525.678999999984,2.3939561176751643e-22
525.6799999999839,2.445484402165424e-22
525.6809999999839,2.498109484761747e-22
525.6819999999839,2.551854443414599e-22
525.6829999999838,2.606742835899562e-22
525.6839999999838,2.662798709671045e-22
525.6849999999838,2.720046611915413e-22
525.6859999999838,2.7785115998083358e-22
525.6869999999838,2.838219250979734e-22
525.6879999999837,2.899195674190784e-22
525.6889999999837,2.961467520227071e-22
525.6899999999837,3.0250619930125077e-22
525.6909999999837,3.0900068609479187e-22
525.6919999999836,3.1563304684794113e-22
525.6929999999836,3.22406174790046e-22
525.6939999999836,3.293230231392894e-22
525.6949999999836,3.3638660633114825e-22
525.6959999999835,3.436000012716408e-22
525.6969999999835,3.5096634861594973e-22
525.6979999999835,3.5848885407284566e-22
525.6989999999835,3.6617078973548847e-22
525.6999999999834,3.740154954390679e-22
525.7009999999834,3.820263801458816e-22
525.7019999999834,3.902069233583535e-22
525.7029999999834,3.985606765605673e-22
525.7039999999834,4.0709126468888205e-22
525.7049999999833,4.158023876321838e-22
525.7059999999833,4.2469782176244495e-22
525.7069999999833,4.337814214960473e-22
525.7079999999833,4.430571208866297e-22
525.7089999999832,4.525289352500094e-22
525.7099999999832,4.622009628218243e-22
525.7109999999832,4.720773864485531e-22
525.7119999999832,4.821624753125771e-22
525.7129999999831,4.924605866919585e-22
525.7139999999831,5.029761677556071e-22
525.7149999999831,5.137137573945931e-22
525.7159999999831,5.246779880902336e-22
525.716999999983,5.358735878197604e-22
525.717999999983,5.473053820003309e-22
525.718999999983,5.589782954719677e-22
525.719999999983,5.708973545204816e-22
525.720999999983,5.830676889409221e-22
525.7219999999829,5.954945341424887e-22
